DexNumber,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,EvoLevel,Evos
673,Gogoat,Grass,null,0.5,0.5,123,100,62,97,81,68,0: Sap Sipper H: Grass Pelt,1.7,91,Brown,32,
674,Pancham,Fighting,null,0.5,0.5,67,82,62,46,48,43,0: Iron Fist 1: Mold Breaker H: Scrappy,0.6,8,White,,Pangoro
675,Pangoro,Fighting,Dark,0.5,0.5,95,124,78,69,71,58,0: Iron Fist 1: Mold Breaker H: Scrappy,2.1,136,White,32,
676,Furfrou,Normal,null,0.5,0.5,75,80,60,65,90,102,0: Fur Coat,1.2,28,White,,
677,Espurr,Psychic,null,0.5,0.5,62,48,54,63,60,68,0: Keen Eye 1: Infiltrator H: Own Tempo,0.3,3.5,Gray,,Meowstic
678,Meowstic,Psychic,null,0.5,0.5,74,48,76,83,81,104,0: Keen Eye 1: Infiltrator H: Prankster,0.6,8.5,Blue,25,
678,Meowstic-F,Psychic,null,0.5,0.5,74,48,76,83,81,104,0: Keen Eye 1: Infiltrator H: Competitive,0.6,8.5,White,25,
679,Honedge,Steel,Ghost,0.5,0.5,45,80,100,35,37,28,0: No Guard,0.8,2,Brown,,Doublade
680,Doublade,Steel,Ghost,0.5,0.5,59,110,150,45,49,35,0: No Guard,0.8,4.5,Brown,35,Aegislash
681,Aegislash,Steel,Ghost,0.5,0.5,60,50,140,50,140,60,0: Stance Change,1.7,53,Brown,,
681,Aegislash-Blade,Steel,Ghost,0.5,0.5,60,140,50,140,50,60,0: Stance Change,1.7,53,Brown,,
682,Spritzee,Fairy,null,0.5,0.5,78,52,60,63,65,23,0: Healer H: Aroma Veil,0.2,0.5,Pink,,Aromatisse
683,Aromatisse,Fairy,null,0.5,0.5,101,72,72,99,89,29,0: Healer H: Aroma Veil,0.8,15.5,Pink,,
684,Swirlix,Fairy,null,0.5,0.5,62,48,66,59,57,49,0: Sweet Veil H: Unburden,0.4,3.5,White,,Slurpuff
685,Slurpuff,Fairy,null,0.5,0.5,82,80,86,85,75,72,0: Sweet Veil H: Unburden,0.8,5,White,,
686,Inkay,Dark,Psychic,0.5,0.5,53,54,53,37,46,45,0: Contrary 1: Suction Cups H: Infiltrator,0.4,3.5,Blue,,Malamar
687,Malamar,Dark,Psychic,0.5,0.5,86,92,88,68,75,73,0: Contrary 1: Suction Cups H: Infiltrator,1.5,47,Blue,30,
688,Binacle,Rock,Water,0.5,0.5,42,52,67,39,56,50,0: Tough Claws 1: Sniper H: Pickpocket,0.5,31,Brown,,Barbaracle
689,Barbaracle,Rock,Water,0.5,0.5,72,105,115,54,86,68,0: Tough Claws 1: Sniper H: Pickpocket,1.3,96,Brown,39,
690,Skrelp,Poison,Water,0.5,0.5,50,60,60,60,60,30,0: Poison Point 1: Poison Touch H: Adaptability,0.5,7.3,Brown,,Dragalge
691,Dragalge,Poison,Dragon,0.5,0.5,65,75,90,97,123,44,0: Poison Point 1: Poison Touch H: Adaptability,1.8,81.5,Brown,48,
692,Clauncher,Water,null,0.5,0.5,50,53,62,58,63,44,0: Mega Launcher,0.5,8.3,Blue,,Clawitzer
693,Clawitzer,Water,null,0.5,0.5,71,73,88,120,89,59,0: Mega Launcher,1.3,35.3,Blue,37,
694,Helioptile,Electric,Normal,0.5,0.5,44,38,33,61,43,70,0: Dry Skin 1: Sand Veil H: Solar Power,0.5,6,Yellow,,Heliolisk
695,Heliolisk,Electric,Normal,0.5,0.5,62,55,52,109,94,109,0: Dry Skin 1: Sand Veil H: Solar Power,1,21,Yellow,,
696,Tyrunt,Rock,Dragon,0.875,0.125,58,89,77,45,45,48,0: Strong Jaw H: Sturdy,0.8,26,Brown,,Tyrantrum
697,Tyrantrum,Rock,Dragon,0.875,0.125,82,121,119,69,59,71,0: Strong Jaw H: Rock Head,2.5,270,Red,39,
698,Amaura,Rock,Ice,0.875,0.125,77,59,50,67,63,46,0: Refrigerate H: Snow Warning,1.3,25.2,Blue,,Aurorus
699,Aurorus,Rock,Ice,0.875,0.125,123,77,72,99,92,58,0: Refrigerate H: Snow Warning,2.7,225,Blue,39,
700,Sylveon,Fairy,null,0.875,0.125,95,65,65,110,130,60,0: Cute Charm H: Pixilate,1,23.5,Pink,,
701,Hawlucha,Fighting,Flying,0.5,0.5,78,92,75,74,63,118,0: Limber 1: Unburden H: Mold Breaker,0.8,21.5,Green,,
702,Dedenne,Electric,Fairy,0.5,0.5,67,58,57,81,67,101,0: Cheek Pouch 1: Pickup H: Plus,0.2,2.2,Yellow,,
703,Carbink,Rock,Fairy,0.5,0.5,50,50,150,50,150,50,0: Clear Body H: Sturdy,0.3,5.7,Gray,,
704,Goomy,Dragon,null,0.5,0.5,45,50,35,55,75,40,0: Sap Sipper 1: Hydration H: Gooey,0.3,2.8,Purple,,Sliggoo
705,Sliggoo,Dragon,null,0.5,0.5,68,75,53,83,113,60,0: Sap Sipper 1: Hydration H: Gooey,0.8,17.5,Purple,40,Goodra
705,Sliggoo-Hisui,Steel,Dragon,0.5,0.5,58,75,83,83,113,40,0: Sap Sipper 1: Shell Armor H: Gooey,0.7,68.5,Purple,40,Goodra-Hisui
706,Goodra,Dragon,null,0.5,0.5,90,100,70,110,150,80,0: Sap Sipper 1: Hydration H: Gooey,2,150.5,Purple,50,
706,Goodra-Hisui,Steel,Dragon,0.5,0.5,80,100,100,110,150,60,0: Sap Sipper 1: Shell Armor H: Gooey,1.7,334.1,Purple,50,
707,Klefki,Steel,Fairy,0.5,0.5,57,80,91,80,87,75,0: Prankster H: Magician,0.2,3,Gray,,
708,Phantump,Ghost,Grass,0.5,0.5,43,70,48,50,60,38,0: Natural Cure 1: Frisk H: Harvest,0.4,7,Brown,,Trevenant
709,Trevenant,Ghost,Grass,0.5,0.5,85,110,76,65,82,56,0: Natural Cure 1: Frisk H: Harvest,1.5,71,Brown,,
710,Pumpkaboo,Ghost,Grass,0.5,0.5,49,66,70,44,55,51,0: Pickup 1: Frisk H: Insomnia,0.4,5,Brown,,Gourgeist
710,Pumpkaboo-Small,Ghost,Grass,0.5,0.5,44,66,70,44,55,56,0: Pickup 1: Frisk H: Insomnia,0.3,3.5,Brown,,Gourgeist-Small
710,Pumpkaboo-Large,Ghost,Grass,0.5,0.5,54,66,70,44,55,46,0: Pickup 1: Frisk H: Insomnia,0.5,7.5,Brown,,Gourgeist-Large
710,Pumpkaboo-Super,Ghost,Grass,0.5,0.5,59,66,70,44,55,41,0: Pickup 1: Frisk H: Insomnia,0.8,15,Brown,,Gourgeist-Super
711,Gourgeist,Ghost,Grass,0.5,0.5,65,90,122,58,75,84,0: Pickup 1: Frisk H: Insomnia,0.9,12.5,Brown,,
711,Gourgeist-Small,Ghost,Grass,0.5,0.5,55,85,122,58,75,99,0: Pickup 1: Frisk H: Insomnia,0.7,9.5,Brown,,
711,Gourgeist-Large,Ghost,Grass,0.5,0.5,75,95,122,58,75,69,0: Pickup 1: Frisk H: Insomnia,1.1,14,Brown,,
711,Gourgeist-Super,Ghost,Grass,0.5,0.5,85,100,122,58,75,54,0: Pickup 1: Frisk H: Insomnia,1.7,39,Brown,,
712,Bergmite,Ice,null,0.5,0.5,55,69,85,32,35,28,0: Own Tempo 1: Ice Body H: Sturdy,1,99.5,Blue,,Avalugg
713,Avalugg,Ice,null,0.5,0.5,95,117,184,44,46,28,0: Own Tempo 1: Ice Body H: Sturdy,2,505,Blue,37,
713,Avalugg-Hisui,Ice,Rock,0.5,0.5,95,127,184,34,36,38,0: Strong Jaw 1: Ice Body H: Sturdy,1.4,262.4,Blue,37,
714,Noibat,Flying,Dragon,0.5,0.5,40,30,35,45,40,55,0: Frisk 1: Infiltrator H: Telepathy,0.5,8,Purple,,Noivern
715,Noivern,Flying,Dragon,0.5,0.5,85,70,80,97,80,123,0: Frisk 1: Infiltrator H: Telepathy,1.5,85,Purple,48,
716,Xerneas,Fairy,null,0.5,0.5,126,131,95,131,98,99,0: Fairy Aura,3,215,Blue,,
716,Xerneas-Neutral,Fairy,null,0.5,0.5,126,131,95,131,98,99,0: Fairy Aura,3,215,Blue,,
717,Yveltal,Dark,Flying,0.5,0.5,126,131,95,131,98,99,0: Dark Aura,5.8,203,Red,,
718,Zygarde,Dragon,Ground,0.5,0.5,108,100,121,81,95,95,0: Aura Break S: Power Construct,5,305,Green,,
718,Zygarde-10%,Dragon,Ground,0.5,0.5,54,100,71,61,85,115,0: Aura Break S: Power Construct,1.2,33.5,Black,,
718,Zygarde-Complete,Dragon,Ground,0.5,0.5,216,100,121,91,95,85,0: Power Construct,4.5,610,Black,,
719,Diancie,Rock,Fairy,0.5,0.5,50,100,150,100,150,50,0: Clear Body,0.7,8.8,Pink,,
720,Hoopa,Psychic,Ghost,0.5,0.5,80,110,60,150,130,70,0: Magician,0.5,9,Purple,,
720,Hoopa-Unbound,Psychic,Dark,0.5,0.5,80,160,60,170,130,80,0: Magician,6.5,490,Purple,,
721,Volcanion,Fire,Water,0.5,0.5,80,110,120,130,90,70,0: Water Absorb,1.7,195,Brown,,
722,Rowlet,Grass,Flying,0.875,0.125,68,55,55,50,50,42,0: Overgrow H: Long Reach,0.3,1.5,Brown,,Dartrix
723,Dartrix,Grass,Flying,0.875,0.125,78,75,75,70,70,52,0: Overgrow H: Long Reach,0.7,16,Brown,17,Decidueye
724,Decidueye,Grass,Ghost,0.875,0.125,78,107,75,100,100,70,0: Overgrow H: Long Reach,1.6,36.6,Brown,34,
724,Decidueye-Hisui,Grass,Fighting,0.875,0.125,88,112,80,95,95,60,0: Overgrow H: Scrappy,1.6,37,Brown,36,
725,Litten,Fire,null,0.875,0.125,45,65,40,60,40,70,0: Blaze H: Intimidate,0.4,4.3,Red,,Torracat
726,Torracat,Fire,null,0.875,0.125,65,85,50,80,50,90,0: Blaze H: Intimidate,0.7,25,Red,17,Incineroar
727,Incineroar,Fire,Dark,0.875,0.125,95,115,90,80,90,60,0: Blaze H: Intimidate,1.8,83,Red,34,
728,Popplio,Water,null,0.875,0.125,50,54,54,66,56,40,0: Torrent H: Liquid Voice,0.4,7.5,Blue,,Brionne
729,Brionne,Water,null,0.875,0.125,60,69,69,91,81,50,0: Torrent H: Liquid Voice,0.6,17.5,Blue,17,Primarina
730,Primarina,Water,Fairy,0.875,0.125,80,74,74,126,116,60,0: Torrent H: Liquid Voice,1.8,44,Blue,34,
731,Pikipek,Normal,Flying,0.5,0.5,35,75,30,30,30,65,0: Keen Eye 1: Skill Link H: Pickup,0.3,1.2,Black,,Trumbeak
732,Trumbeak,Normal,Flying,0.5,0.5,55,85,50,40,50,75,0: Keen Eye 1: Skill Link H: Pickup,0.6,14.8,Black,14,Toucannon
733,Toucannon,Normal,Flying,0.5,0.5,80,120,75,75,75,60,0: Keen Eye 1: Skill Link H: Sheer Force,1.1,26,Black,28,
734,Yungoos,Normal,null,0.5,0.5,48,70,30,30,30,45,0: Stakeout 1: Strong Jaw H: Adaptability,0.4,6,Brown,,Gumshoos
735,Gumshoos,Normal,null,0.5,0.5,88,110,60,55,60,45,0: Stakeout 1: Strong Jaw H: Adaptability,0.7,14.2,Brown,20,
735,Gumshoos-Totem,Normal,null,0.5,0.5,88,110,60,55,60,45,0: Adaptability,1.4,60,Brown,,
736,Grubbin,Bug,null,0.5,0.5,47,62,45,55,45,46,0: Swarm,0.4,4.4,Gray,,Charjabug
737,Charjabug,Bug,Electric,0.5,0.5,57,82,95,55,75,36,0: Battery,0.5,10.5,Green,20,Vikavolt
738,Vikavolt,Bug,Electric,0.5,0.5,77,70,90,145,75,43,0: Levitate,1.5,45,Blue,,
738,Vikavolt-Totem,Bug,Electric,0.5,0.5,77,70,90,145,75,43,0: Levitate,2.6,147.5,Blue,,
739,Crabrawler,Fighting,null,0.5,0.5,47,82,57,42,47,63,0: Hyper Cutter 1: Iron Fist H: Anger Point,0.6,7,Purple,,Crabominable
740,Crabominable,Fighting,Ice,0.5,0.5,97,132,77,62,67,43,0: Hyper Cutter 1: Iron Fist H: Anger Point,1.7,180,White,,
741,Oricorio,Fire,Flying,0.25,0.75,75,70,70,98,70,93,0: Dancer,0.6,3.4,Red,,
741,Oricorio-Pom-Pom,Electric,Flying,0.25,0.75,75,70,70,98,70,93,0: Dancer,0.6,3.4,Yellow,,
741,Oricorio-Pa'u,Psychic,Flying,0.25,0.75,75,70,70,98,70,93,0: Dancer,0.6,3.4,Pink,,
741,Oricorio-Sensu,Ghost,Flying,0.25,0.75,75,70,70,98,70,93,0: Dancer,0.6,3.4,Purple,,
742,Cutiefly,Bug,Fairy,0.5,0.5,40,45,40,55,40,84,0: Honey Gather 1: Shield Dust H: Sweet Veil,0.1,0.2,Yellow,,Ribombee
743,Ribombee,Bug,Fairy,0.5,0.5,60,55,60,95,70,124,0: Honey Gather 1: Shield Dust H: Sweet Veil,0.2,0.5,Yellow,25,
743,Ribombee-Totem,Bug,Fairy,0.5,0.5,60,55,60,95,70,124,0: Sweet Veil,0.4,2,Yellow,,
744,Rockruff,Rock,null,0.5,0.5,45,65,40,30,40,60,0: Keen Eye 1: Vital Spirit H: Steadfast S: Own Tempo,0.5,9.2,Brown,,Lycanroc
745,Lycanroc,Rock,null,0.5,0.5,75,115,65,55,65,112,0: Keen Eye 1: Sand Rush H: Steadfast,0.8,25,Brown,25,
745,Lycanroc-Midnight,Rock,null,0.5,0.5,85,115,75,55,75,82,0: Keen Eye 1: Vital Spirit H: No Guard,1.1,25,Red,25,
745,Lycanroc-Dusk,Rock,null,0.5,0.5,75,117,65,55,65,110,0: Tough Claws,0.8,25,Brown,25,
746,Wishiwashi,Water,null,0.5,0.5,45,20,20,25,25,40,0: Schooling,0.2,0.3,Blue,,
746,Wishiwashi-School,Water,null,0.5,0.5,45,140,130,140,135,30,0: Schooling,8.2,78.6,Blue,,
747,Mareanie,Poison,Water,0.5,0.5,50,53,62,43,52,45,0: Merciless 1: Limber H: Regenerator,0.4,8,Blue,,Toxapex
748,Toxapex,Poison,Water,0.5,0.5,50,63,152,53,142,35,0: Merciless 1: Limber H: Regenerator,0.7,14.5,Blue,38,
749,Mudbray,Ground,null,0.5,0.5,70,100,70,45,55,45,0: Own Tempo 1: Stamina H: Inner Focus,1,110,Brown,,Mudsdale
750,Mudsdale,Ground,null,0.5,0.5,100,125,100,55,85,35,0: Own Tempo 1: Stamina H: Inner Focus,2.5,920,Brown,30,
751,Dewpider,Water,Bug,0.5,0.5,38,40,52,40,72,27,0: Water Bubble H: Water Absorb,0.3,4,Green,,Araquanid
752,Araquanid,Water,Bug,0.5,0.5,68,70,92,50,132,42,0: Water Bubble H: Water Absorb,1.8,82,Green,22,
752,Araquanid-Totem,Water,Bug,0.5,0.5,68,70,92,50,132,42,0: Water Bubble,3.1,217.5,Green,,
753,Fomantis,Grass,null,0.5,0.5,40,55,35,50,35,35,0: Leaf Guard H: Contrary,0.3,1.5,Pink,,Lurantis
754,Lurantis,Grass,null,0.5,0.5,70,105,90,80,90,45,0: Leaf Guard H: Contrary,0.9,18.5,Pink,34,
754,Lurantis-Totem,Grass,null,0.5,0.5,70,105,90,80,90,45,0: Leaf Guard,1.5,58,Pink,,
755,Morelull,Grass,Fairy,0.5,0.5,40,35,55,65,75,15,0: Illuminate 1: Effect Spore H: Rain Dish,0.2,1.5,Purple,,Shiinotic
756,Shiinotic,Grass,Fairy,0.5,0.5,60,45,80,90,100,30,0: Illuminate 1: Effect Spore H: Rain Dish,1,11.5,Purple,24,
757,Salandit,Poison,Fire,0.875,0.125,48,44,40,71,40,77,0: Corrosion H: Oblivious,0.6,4.8,Black,,Salazzle
758,Salazzle,Poison,Fire,0.5,0.5,68,64,60,111,60,117,0: Corrosion H: Oblivious,1.2,22.2,Black,33,
758,Salazzle-Totem,Poison,Fire,0.5,0.5,68,64,60,111,60,117,0: Corrosion,2.1,81,Black,,
759,Stufful,Normal,Fighting,0.5,0.5,70,75,50,45,50,50,0: Fluffy 1: Klutz H: Cute Charm,0.5,6.8,Pink,,Bewear
760,Bewear,Normal,Fighting,0.5,0.5,120,125,80,55,60,60,0: Fluffy 1: Klutz H: Unnerve,2.1,135,Pink,27,
761,Bounsweet,Grass,null,0.5,0.5,42,30,38,30,38,32,0: Leaf Guard 1: Oblivious H: Sweet Veil,0.3,3.2,Purple,,Steenee
762,Steenee,Grass,null,0.5,0.5,52,40,48,40,48,62,0: Leaf Guard 1: Oblivious H: Sweet Veil,0.7,8.2,Purple,18,Tsareena
763,Tsareena,Grass,null,0.5,0.5,72,120,98,50,98,72,0: Leaf Guard 1: Queenly Majesty H: Sweet Veil,1.2,21.4,Purple,,
764,Comfey,Fairy,null,0.25,0.75,51,52,90,82,110,100,0: Flower Veil 1: Triage H: Natural Cure,0.1,0.3,Green,,
765,Oranguru,Normal,Psychic,0.5,0.5,90,60,80,90,110,60,0: Inner Focus 1: Telepathy H: Symbiosis,1.5,76,White,,
766,Passimian,Fighting,null,0.5,0.5,100,120,90,40,60,80,0: Receiver H: Defiant,2,82.8,White,,
767,Wimpod,Bug,Water,0.5,0.5,25,35,40,20,30,80,0: Wimp Out,0.5,12,Gray,,Golisopod
768,Golisopod,Bug,Water,0.5,0.5,75,125,140,60,90,40,0: Emergency Exit,2,108,Gray,30,
769,Sandygast,Ghost,Ground,0.5,0.5,55,55,80,70,45,15,0: Water Compaction H: Sand Veil,0.5,70,Brown,,Palossand
770,Palossand,Ghost,Ground,0.5,0.5,85,75,110,100,75,35,0: Water Compaction H: Sand Veil,1.3,250,Brown,42,
771,Pyukumuku,Water,null,0.5,0.5,55,60,130,30,130,5,0: Innards Out H: Unaware,0.3,1.2,Black,,
772,Type,Normal,null,0.5,0.5,95,95,95,95,95,59,0: Battle Armor,1.9,120.5,Gray,,Silvally
773,Silvally,Normal,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Bug,Bug,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Dark,Dark,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Dragon,Dragon,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Electric,Electric,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Fairy,Fairy,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Fighting,Fighting,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Fire,Fire,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Flying,Flying,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Ghost,Ghost,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Grass,Grass,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Ground,Ground,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Ice,Ice,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Poison,Poison,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Psychic,Psychic,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Rock,Rock,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Steel,Steel,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
773,Silvally-Water,Water,null,0.5,0.5,95,95,95,95,95,95,0: RKS System,2.3,100.5,Gray,,
774,Minior,Rock,Flying,0.5,0.5,60,100,60,100,60,120,0: Shields Down,0.3,0.3,Red,,
774,Minior-Meteor,Rock,Flying,0.5,0.5,60,60,100,60,100,60,0: Shields Down,0.3,40,Brown,,
775,Komala,Normal,null,0.5,0.5,65,115,65,75,95,65,0: Comatose,0.4,19.9,Blue,,
776,Turtonator,Fire,Dragon,0.5,0.5,60,78,135,91,85,36,0: Shell Armor,2,212,Red,,
777,Togedemaru,Electric,Steel,0.5,0.5,65,98,63,40,73,96,0: Iron Barbs 1: Lightning Rod H: Sturdy,0.3,3.3,Gray,,
777,Togedemaru-Totem,Electric,Steel,0.5,0.5,65,98,63,40,73,96,0: Sturdy,0.6,13,Gray,,
778,Mimikyu,Ghost,Fairy,0.5,0.5,55,90,80,50,105,96,0: Disguise,0.2,0.7,Yellow,,
778,Mimikyu-Busted,Ghost,Fairy,0.5,0.5,55,90,80,50,105,96,0: Disguise,0.2,0.7,Yellow,,
778,Mimikyu-Totem,Ghost,Fairy,0.5,0.5,55,90,80,50,105,96,0: Disguise,0.4,2.8,Yellow,,
778,Mimikyu-Busted-Totem,Ghost,Fairy,0.5,0.5,55,90,80,50,105,96,0: Disguise,0.4,2.8,Yellow,,
779,Bruxish,Water,Psychic,0.5,0.5,68,105,70,70,70,92,0: Dazzling 1: Strong Jaw H: Wonder Skin,0.9,19,Pink,,
780,Drampa,Normal,Dragon,0.5,0.5,78,60,85,135,91,36,0: Berserk 1: Sap Sipper H: Cloud Nine,3,185,White,,
781,Dhelmise,Ghost,Grass,0.5,0.5,70,131,100,86,90,40,0: Steelworker,3.9,210,Green,,
782,Jangmo-o,Dragon,null,0.5,0.5,45,55,65,45,45,45,0: Bulletproof 1: Soundproof H: Overcoat,0.6,29.7,Gray,,Hakamo-o
783,Hakamo-o,Dragon,Fighting,0.5,0.5,55,75,90,65,70,65,0: Bulletproof 1: Soundproof H: Overcoat,1.2,47,Gray,35,Kommo-o
784,Kommo-o,Dragon,Fighting,0.5,0.5,75,110,125,100,105,85,0: Bulletproof 1: Soundproof H: Overcoat,1.6,78.2,Gray,45,
784,Kommo-o-Totem,Dragon,Fighting,0.5,0.5,75,110,125,100,105,85,0: Overcoat,2.4,207.5,Gray,,
785,Tapu Koko,Electric,Fairy,0.5,0.5,70,115,85,95,75,130,0: Electric Surge H: Telepathy,1.8,20.5,Yellow,,
786,Tapu Lele,Psychic,Fairy,0.5,0.5,70,85,75,130,115,95,0: Psychic Surge H: Telepathy,1.2,18.6,Pink,,
787,Tapu Bulu,Grass,Fairy,0.5,0.5,70,130,115,85,95,75,0: Grassy Surge H: Telepathy,1.9,45.5,Red,,
788,Tapu Fini,Water,Fairy,0.5,0.5,70,75,115,95,130,85,0: Misty Surge H: Telepathy,1.3,21.2,Purple,,
789,Cosmog,Psychic,null,0.5,0.5,43,29,31,29,31,37,0: Unaware,0.2,0.1,Blue,,Cosmoem
790,Cosmoem,Psychic,null,0.5,0.5,43,29,131,29,131,37,0: Sturdy,0.1,999.9,Blue,43,Solgaleo
791,Solgaleo,Psychic,Steel,0.5,0.5,137,137,107,113,89,97,0: Full Metal Body,3.4,230,White,53,
792,Lunala,Psychic,Ghost,0.5,0.5,137,113,89,137,107,97,0: Shadow Shield,4,120,Purple,53,
793,Nihilego,Rock,Poison,0.5,0.5,109,53,47,127,131,103,0: Beast Boost,1.2,55.5,White,,
794,Buzzwole,Bug,Fighting,0.5,0.5,107,139,139,53,53,79,0: Beast Boost,2.4,333.6,Red,,
795,Pheromosa,Bug,Fighting,0.5,0.5,71,137,37,137,37,151,0: Beast Boost,1.8,25,White,,
796,Xurkitree,Electric,null,0.5,0.5,83,89,71,173,71,83,0: Beast Boost,3.8,100,Black,,
797,Celesteela,Steel,Flying,0.5,0.5,97,101,103,107,101,61,0: Beast Boost,9.2,999.9,Green,,
798,Kartana,Grass,Steel,0.5,0.5,59,181,131,59,31,109,0: Beast Boost,0.3,0.1,White,,
799,Guzzlord,Dark,Dragon,0.5,0.5,223,101,53,97,53,43,0: Beast Boost,5.5,888,Black,,
800,Necrozma,Psychic,null,0.5,0.5,97,107,101,127,89,79,0: Prism Armor,2.4,230,Black,,
800,Necrozma-Dusk-Mane,Psychic,Steel,0.5,0.5,97,157,127,113,109,77,0: Prism Armor,3.8,460,Yellow,,
800,Necrozma-Dawn-Wings,Psychic,Ghost,0.5,0.5,97,113,109,157,127,77,0: Prism Armor,4.2,350,Blue,,
800,Necrozma-Ultra,Psychic,Dragon,0.5,0.5,97,167,97,167,97,129,0: Neuroforce,7.5,230,Yellow,,
801,Magearna,Steel,Fairy,0.5,0.5,80,95,115,130,115,65,0: Soul-Heart,1,80.5,Gray,,
801,Magearna-Original,Steel,Fairy,0.5,0.5,80,95,115,130,115,65,0: Soul-Heart,1,80.5,Red,,
802,Marshadow,Fighting,Ghost,0.5,0.5,90,125,80,90,90,125,0: Technician,0.7,22.2,Gray,,
803,Poipole,Poison,null,0.5,0.5,67,73,67,73,67,73,0: Beast Boost,0.6,1.8,Purple,,Naganadel
804,Naganadel,Poison,Dragon,0.5,0.5,73,73,73,127,73,121,0: Beast Boost,3.6,150,Purple,,
805,Stakataka,Rock,Steel,0.5,0.5,61,131,211,53,101,13,0: Beast Boost,5.5,820,Gray,,
806,Blacephalon,Fire,Ghost,0.5,0.5,53,127,53,151,79,107,0: Beast Boost,1.8,13,White,,
807,Zeraora,Electric,null,0.5,0.5,88,112,75,102,80,143,0: Volt Absorb,1.5,44.5,Yellow,,
808,Meltan,Steel,null,0.5,0.5,46,65,65,55,35,34,0: Magnet Pull,0.2,8,Gray,,
809,Melmetal,Steel,null,0.5,0.5,135,143,143,80,65,34,0: Iron Fist,2.5,800,Gray,,
810,Grookey,Grass,null,0.875,0.125,50,65,50,40,40,65,0: Overgrow H: Grassy Surge,0.3,5,Green,,Thwackey
811,Thwackey,Grass,null,0.875,0.125,70,85,70,55,60,80,0: Overgrow H: Grassy Surge,0.7,14,Green,16,Rillaboom
812,Rillaboom,Grass,null,0.875,0.125,100,125,90,60,70,85,0: Overgrow H: Grassy Surge,2.1,90,Green,35,
813,Scorbunny,Fire,null,0.875,0.125,50,71,40,40,40,69,0: Blaze H: Libero,0.3,4.5,White,,Raboot
814,Raboot,Fire,null,0.875,0.125,65,86,60,55,60,94,0: Blaze H: Libero,0.6,9,Gray,16,Cinderace
815,Cinderace,Fire,null,0.875,0.125,80,116,75,65,75,119,0: Blaze H: Libero,1.4,33,White,35,
816,Sobble,Water,null,0.875,0.125,50,40,40,70,40,70,0: Torrent H: Sniper,0.3,4,Blue,,Drizzile
817,Drizzile,Water,null,0.875,0.125,65,60,55,95,55,90,0: Torrent H: Sniper,0.7,11.5,Blue,16,Inteleon
818,Inteleon,Water,null,0.875,0.125,70,85,65,125,65,120,0: Torrent H: Sniper,1.9,45.2,Blue,35,
819,Skwovet,Normal,null,0.5,0.5,70,55,55,35,35,25,0: Cheek Pouch H: Gluttony,0.3,2.5,Brown,,Greedent
820,Greedent,Normal,null,0.5,0.5,120,95,95,55,75,20,0: Cheek Pouch H: Gluttony,0.6,6,Brown,24,
821,Rookidee,Flying,null,0.5,0.5,38,47,35,33,35,57,0: Keen Eye 1: Unnerve H: Big Pecks,0.2,1.8,Blue,,Corvisquire
822,Corvisquire,Flying,null,0.5,0.5,68,67,55,43,55,77,0: Keen Eye 1: Unnerve H: Big Pecks,0.8,16,Blue,18,Corviknight
823,Corviknight,Flying,Steel,0.5,0.5,98,87,105,53,85,67,0: Pressure 1: Unnerve H: Mirror Armor,2.2,75,Purple,38,
824,Blipbug,Bug,null,0.5,0.5,25,20,20,25,45,45,0: Swarm 1: Compound Eyes H: Telepathy,0.4,8,Blue,,Dottler
